종목코드,종목명,종가,대비,등락률,상장시가총액
"005930","삼성전자","57000","-1000","-1.72","3.40277605E8"
"373220","LG에너지솔루션","371000","-20500","-5.24","8.6814E7"
"000660","SK하이닉스","91000","-3000","-3.19","6.6248215E7"
"207940","삼성바이오로직스","790000","-11000","-1.37","5.622746E7"
"035420","NAVER","240000","-6500","-2.64","3.937178E7"
"005380","현대차","180500","5000","2.85","3.8567108E7"
"006400","삼성SDI","532000","-38000","-6.67","3.658273E7"
"051910","LG화학","516000","-14000","-2.64","3.6425649E7"
"000270","기아","77300","400","0.52","3.1334587E7"
"035720","카카오","69900","-900","-1.27","3.1093093E7"
"068270","셀트리온","178500","2500","1.42","2.5127061E7"
"028260","삼성물산","123000","1000","0.82","2.2987111E7"
"005490","POSCO홀딩스","230500","-3500","-1.50","2.0096565E7"
"105560","KB금융","48150","50","0.10","1.9854773E7"
"055550","신한지주","37050","-800","-2.11","1.900421E7"
"012330","현대모비스","199000","0","0.00","1.8820046E7"
"096770","SK이노베이션","192000","-8000","-4.00","1.7753388E7"
"034730","SK","215000","-3000","-1.38","1.5942106E7"
"015760","한국전력","22550","200","0.89","1.447629E7"
"323410","카카오뱅크","30250","-850","-2.73","1.4407544E7"
"066570","LG전자","88300","-2400","-2.65","1.4450102E7"
"329180","현대중공업","143000","2000","1.42","1.2694556E7"
"032830","삼성생명","62600","-1500","-2.34","1.252E7"
"034020","두산에너빌리티","19400","-400","-2.02","1.2273458E7"
"003550","LG","77900","-1400","-1.77","1.2253747E7"
"011200","HMM","24600","-650","-2.57","1.2030372E7"
"086790","하나금융지주","39350","-550","-1.38","1.1643802E7"
"010950","S-Oil","104000","-4000","-3.70","1.170861E7"
"017670","SK텔레콤","52000","-1000","-1.89","1.1379323E7"
"033780","KT&G","82200","-700","-0.84","1.1285443E7"
"259960","크래프톤","219000","-19000","-7.98","1.0746778E7"
"051900","LG생활건강","680000","-32000","-4.49","1.0620374E7"
"018260","삼성에스디에스","130000","-2000","-1.52","1.0059114E7"
"009150","삼성전기","130500","-3000","-2.25","9747527.0"
"030200","KT","36450","-500","-1.35","9517525.0"
"000810","삼성화재","201000","1000","0.50","9522342.0"
"010130","고려아연","487500","-7000","-1.42","9199125.0"
"003490","대한항공","25200","-200","-0.79","8765085.0"
"316140","우리금융지주","12100","50","0.41","8809533.0"
"003670","포스코케미칼","107000","-7500","-6.55","8288565.0"
"011070","LG이노텍","342500","-14000","-3.93","8105984.0"
"377300","카카오페이","60200","-1800","-2.90","7977412.0"
"036570","엔씨소프트","349500","-39000","-10.04","7672931.0"
"302440","SK바이오사이언스","100500","-8500","-7.80","7716797.0"
"090430","아모레퍼시픽","130000","-9000","-6.47","7604059.0"
"009830","한화솔루션","37900","-1350","-3.44","7249455.0"
"024110","기업은행","9620","-190","-1.94","7160172.0"
"361610","SK아이이테크놀로지","98100","-5400","-5.22","6994294.0"
"086280","현대글로비스","179500","-3500","-1.91","6731250.0"
"009540","한국조선해양","93900","2700","2.96","6645596.0"
"011170","롯데케미칼","180000","-5500","-2.96","6169575.0"
"352820","하이브","145500","-3000","-2.02","6016918.0"
"326030","SK바이오팜","74900","1400","1.90","5865662.0"
"251270","넷마블","68900","-1400","-1.99","5922196.0"
"097950","CJ제일제당","379000","-2500","-0.66","5705536.0"
