종목코드,종목명,종가,대비,등락률,상장시가총액
"005930","삼성전자","1802000","14000","0.78","2.53504165E8"
"000660","SK하이닉스","44700","-650","-1.43","3.2541706E7"
"005380","현대차","146000","2500","1.74","3.2160366E7"
"015760","한국전력","44050","-1000","-2.22","2.8278518E7"
"012330","현대모비스","264000","5000","1.93","2.569878E7"
"035420","NAVER","775000","12000","1.57","2.5546076E7"
"028260","삼성물산","125500","0","0.00","2.38061E7"
"005490","POSCO","257500","2000","0.78","2.245061E7"
"032830","삼성생명","112500","-1000","-0.88","2.25E7"
"055550","신한지주","45250","-500","-1.09","2.1457531E7"
"090430","아모레퍼시픽","321500","5000","1.58","1.8794405E7"
"017670","SK텔레콤","224000","-500","-0.22","1.8087039E7"
"105560","KB금융","42800","-500","-1.15","1.7895174E7"
"051910","LG화학","261000","0","0.00","1.7296757E7"
"034730","SK","229500","1000","0.44","1.6147688E7"
"000270","기아차","39250","300","0.77","1.5910511E7"
"033780","KT&G","101000","-2000","-1.94","1.3866542E7"
"096770","SK이노베이션","146500","-1500","-1.01","1.3546205E7"
"051900","LG생활건강","857000","6000","0.71","1.3384795E7"
"000810","삼성화재","268500","-2500","-0.92","1.2720144E7"
"011170","롯데케미칼","369000","5500","1.51","1.264763E7"
"034220","LG디스플레이","31450","-350","-1.10","1.1253304E7"
"009540","현대중공업","145500","-2000","-1.36","1.1058E7"
"002790","아모레G","133000","3000","2.31","1.0966938E7"
"018260","삼성에스디에스","139500","2000","1.45","1.0794203E7"
"003550","LG","60000","300","0.50","1.0353428E7"
"010950","S-Oil","84700","900","1.07","9535762.0"
"086790","하나금융지주","31250","-650","-2.04","9250096.0"
"010130","고려아연","475000","8000","1.71","8963250.0"
"000030","우리은행","12750","-100","-0.78","8619000.0"
"066570","LG전자","51600","100","0.19","8444227.0"
"004020","현대제철","57000","-600","-1.04","7606410.0"
"035250","강원랜드","35750","-500","-1.38","7648373.0"
"030200","KT","29400","-200","-0.68","7676687.0"
"006400","삼성SDI","109000","1500","1.40","7495334.0"
"161390","한국타이어","58000","1000","1.75","7184754.0"
"024110","기업은행","12700","-350","-2.68","7111731.0"
"023530","롯데쇼핑","221500","0","0.00","6975233.0"
"021240","코웨이","88300","300","0.34","6744399.0"
"047810","한국항공우주","67000","800","1.21","6530832.0"
"086280","현대글로비스","154500","2000","1.31","5793750.0"
"088350","한화생명","6530","-80","-1.21","5671501.0"
"018880","한온시스템","10300","450","4.57","5498140.0"
"036570","엔씨소프트","247500","2000","0.81","5427433.0"
"001040","CJ","187000","2000","1.08","5456099.0"
"139480","이마트","183000","1000","0.55","5101275.0"
"004800","효성","145500","0","0.00","5109590.0"
"032640","LG유플러스","11450","-150","-1.29","4999200.0"
"078930","GS","54100","300","0.56","5026722.0"
"097950","CJ제일제당","357500","1500","0.42","4705379.0"
"000720","현대건설","42800","-250","-0.58","4766027.0"
"029780","삼성카드","39700","-1500","-3.64","4599598.0"
"009240","한샘","199000","1000","0.51","4683252.0"
"036460","한국가스공사","48450","-850","-1.72","4472565.0"
"005830","동부화재","62500","-900","-1.42","4425000.0"
"027410","BGF리테일","81800","-1400","-1.68","4052996.0"
"009830","한화케미칼","24700","-550","-2.18","4070791.0"
"000120","CJ대한통운","179000","3500","1.99","4083410.0"
"001800","오리온","655000","7000","1.08","3935525.0"
"002380","KCC","359500","-6500","-1.78","3795066.0"
"009150","삼성전기","50800","400","0.79","3794440.0"
"010140","삼성중공업","9250","-130","-1.39","3607500.0"
"007070","GS리테일","47600","400","0.85","3665200.0"
"008930","한미사이언스","61100","-7800","-11.32","3561538.0"
"012630","현대산업","44950","350","0.78","3388519.0"
"012750","에스원","87700","-300","-0.34","3332528.0"
"128940","한미약품","305500","-35500","-10.41","3187926.0"
"047050","포스코대우","27000","-600","-2.17","3074660.0"
"000210","대림산업","87100","4400","5.32","3031080.0"
"138930","BNK금융지주","8680","-90","-1.03","2829118.0"
"034020","두산중공업","27200","-550","-1.98","2887505.0"
"005940","NH투자증권","9650","-110","-1.13","2715596.0"
"001450","현대해상","31500","50","0.16","2816100.0"
"000880","한화","35050","0","0.00","2627304.0"
"004990","롯데제과","178500","1500","0.85","2537199.0"
"069960","현대백화점","109000","-1500","-1.36","2550866.0"
"011780","금호석유","82000","500","0.61","2498351.0"
"051600","한전KPS","54200","-200","-0.37","2439000.0"
"016360","삼성증권","31700","-150","-0.47","2422995.0"
"006800","미래에셋대우","7240","-50","-0.69","2365314.0"
"071050","한국금융지주","41900","150","0.36","2334919.0"
"012450","한화테크윈","43450","450","1.05","2308499.0"
"007310","오뚜기","662000","-2000","-0.30","2277280.0"
"000100","유한양행","199500","0","0.00","2224933.0"
"204320","만도","234500","0","0.00","2202289.0"
"000150","두산","105000","-4000","-3.67","2233443.0"
"047040","대우건설","5080","0","0.00","2111363.0"
"011070","LG이노텍","88400","400","0.45","2092172.0"
"000670","영풍","1064000","10000","0.95","1959931.0"
"003490","대한항공","27350","-1050","-3.70","1992167.0"
"028050","삼성엔지니어링","10300","-150","-1.44","2018800.0"
"011210","현대위아","73000","200","0.27","1985241.0"
"004370","농심","332500","-3500","-1.04","2022478.0"
"000240","한국타이어월드와이드","20750","200","0.97","1930169.0"
"006260","LS","59300","-600","-1.00","1909460.0"
"006280","녹십자","157000","-3000","-1.88","1834786.0"
"120110","코오롱인더","74000","-700","-0.94","1861204.0"
"010060","OCI","78700","400","0.51","1876945.0"
"042670","두산인프라코어","8820","-150","-1.67","1829756.0"
"008770","호텔신라","48150","850","1.80","1889797.0"
"001740","SK네트웍스","6920","-70","-1.00","1717459.0"
"004170","신세계","176000","0","0.00","1732752.0"
"030000","제일기획","15750","-400","-2.48","1811899.0"
"006650","대한유화","275500","4500","1.66","1790750.0"
"008560","메리츠종금증권","3460","-20","-0.57","1718369.0"
"005300","롯데칠성","1460000","23000","1.60","1806316.0"
"006120","SK케미칼","67000","100","0.15","1628318.0"
"003520","영진약품","8820","0","0.00","1566608.0"
"064350","현대로템","18150","100","0.55","1542750.0"
"005440","현대그린푸드","15400","200","1.32","1504649.0"
"000080","하이트진로","21100","-200","-0.94","1479819.0"
"005610","SPC삼립","169500","1500","0.89","1462617.0"
"161890","한국콜마","65800","800","1.23","1388390.0"
"017800","현대엘리베이","57400","4500","8.51","1413906.0"
"014820","동원시스템즈","59700","-1100","-1.81","1437549.0"
