종목코드,종목명,종가,대비,등락률,상장시가총액
"005930","삼성전자","55300","-1300","-2.30","3.30128975E8"
"373220","LG에너지솔루션","435500","-1000","-0.23","1.01907E8"
"207940","삼성바이오로직스","821000","-9000","-1.08","5.8433854E7"
"000660","SK하이닉스","75000","-1000","-1.32","5.4600177E7"
"051910","LG화학","600000","-2000","-0.33","4.2355406E7"
"006400","삼성SDI","591000","-12000","-1.99","4.0639837E7"
"005380","현대차","151000","-3000","-1.95","3.2263896E7"
"035420","NAVER","177500","-2500","-1.39","2.9118713E7"
"000270","기아","59300","-1600","-2.63","2.4038046E7"
"035720","카카오","53100","-500","-0.93","2.3651292E7"
"005490","POSCO홀딩스","276500","-14500","-4.98","2.3383945E7"
"068270","셀트리온","160500","-5000","-3.02","2.2599236E7"
"028260","삼성물산","113500","-4500","-3.81","2.1211684E7"
"105560","KB금융","48500","-950","-1.92","1.9831508E7"
"012330","현대모비스","200500","-6500","-3.14","1.8904161E7"
"055550","신한지주","35200","-700","-1.95","1.7909227E7"
"066570","LG전자","86500","-2900","-3.24","1.4155536E7"
"032830","삼성생명","71000","-1000","-1.39","1.42E7"
"096770","SK이노베이션","154000","-2500","-1.60","1.4239697E7"
"015760","한국전력","21800","-650","-2.90","1.3994817E7"
"034730","SK","189000","-7500","-3.82","1.4014223E7"
"003670","포스코케미칼","180000","1000","0.56","1.394338E7"
"086790","하나금융지주","42050","-100","-0.24","1.2442741E7"
"033780","KT&G","91500","100","0.11","1.2562263E7"
"003550","LG","78100","-1400","-1.76","1.2285208E7"
"323410","카카오뱅크","24300","-750","-2.99","1.1584392E7"
"010130","고려아연","564000","-11000","-1.91","1.1202821E7"
"051900","LG생활건강","722000","-17000","-2.30","1.1276338E7"
"017670","SK텔레콤","47400","-800","-1.66","1.0372691E7"
"329180","현대중공업","116000","-4500","-3.73","1.0297681E7"
"036570","엔씨소프트","448000","14500","3.34","9835402.0"
"034020","두산에너빌리티","15400","-300","-1.91","9829944.0"
"009150","삼성전기","130500","-3500","-2.61","9747527.0"
"018260","삼성에스디에스","123000","-2500","-1.99","9517469.0"
"011200","HMM","19550","-550","-2.74","9560722.0"
"010950","S-Oil","83400","-2900","-3.36","9389405.0"
"000810","삼성화재","200000","-6000","-2.91","9474967.0"
"030200","KT","33800","-50","-0.15","8825579.0"
"003490","대한항공","22950","-1350","-5.56","8450664.0"
"316140","우리금융지주","11550","-250","-2.12","8409099.0"
"009830","한화솔루션","43000","-1200","-2.71","8224975.0"
"259960","크래프톤","168000","-1500","-0.88","8245700.0"
"090430","아모레퍼시픽","137500","-3500","-2.48","8042754.0"
"024110","기업은행","9820","-180","-1.80","7830722.0"
"377300","카카오페이","54200","-1100","-1.99","7208753.0"
"352820","하이브","173500","3500","2.06","7174813.0"
"011170","롯데케미칼","178500","-6000","-3.25","6118162.0"
"086280","현대글로비스","163500","-5500","-3.25","6131250.0"
"011070","LG이노텍","252500","-11000","-4.17","5975945.0"
"302440","SK바이오사이언스","73500","-1500","-2.00","5643627.0"
"097950","CJ제일제당","380500","-8000","-2.06","5728118.0"
"326030","SK바이오팜","72100","0","0.00","5646385.0"
"000060","메리츠화재","49700","200","0.40","5521872.0"
"383220","F&F","144500","-3000","-2.03","5535372.0"
"138040","메리츠금융지주","42700","450","1.07","5447317.0"
"251270","넷마블","60400","9100","17.74","5191592.0"
"271560","오리온","128000","500","0.39","5060625.0"
"009540","한국조선해양","70700","-2500","-3.42","5003659.0"
"047810","한국항공우주","50900","300","0.59","4961483.0"
