종목코드,종목명,종가,대비,등락률,상장시가총액
"005930","삼성전자","72200","-200","-0.28","4.310183E8"
"373220","LG에너지솔루션","553000","3000","0.55","1.29402E8"
"000660","SK하이닉스","115200","-1000","-0.86","8.3865872E7"
"207940","삼성바이오로직스","744000","-4000","-0.53","5.2953456E7"
"051910","LG화학","667000","7000","1.06","4.7085093E7"
"006400","삼성SDI","669000","4000","0.60","4.6003471E7"
"005380","현대차","206500","2000","0.98","4.3681256E7"
"000270","기아","88500","2500","2.91","3.5580912E7"
"005490","POSCO홀딩스","388000","500","0.13","3.2813637E7"
"035420","NAVER","182800","-600","-0.33","2.9988173E7"
"003670","포스코퓨처엠","353000","3000","0.86","2.7344517E7"
"068270","셀트리온","152900","400","0.26","2.2383163E7"
"012330","현대모비스","232500","6500","2.88","2.1921284E7"
"035720","카카오","49100","100","0.20","2.1805517E7"
"066570","LG전자","126700","700","0.56","2.0734178E7"
"028260","삼성물산","105700","1200","1.15","1.961704E7"
"105560","KB금융","47750","650","1.38","1.9267654E7"
"055550","신한지주","34000","150","0.44","1.7623802E7"
"096770","SK이노베이션","158500","500","0.32","1.4655792E7"
"003550","LG","88000","-100","-0.11","1.3842487E7"
"032830","삼성생명","67300","400","0.60","1.346E7"
"015760","한국전력","20600","550","2.74","1.322446E7"
"329180","HD현대중공업","131700","2400","1.86","1.1691419E7"
"352820","하이브","281500","2000","0.72","1.1724214E7"
"034020","두산에너빌리티","18110","360","2.03","1.1600562E7"
"086790","하나금융지주","39200","400","1.03","1.1599416E7"
"033780","KT&G","82800","800","0.98","1.1367819E7"
"323410","카카오뱅크","23750","0","0.00","1.132322E7"
"000810","삼성화재","230000","1500","0.66","1.0896213E7"
"034730","SK","148700","400","0.27","1.0884592E7"
"009150","삼성전기","144500","1100","0.77","1.0793239E7"
"017670","SK텔레콤","46600","350","0.76","1.0197625E7"
"010130","고려아연","487500","9000","1.88","9683290.0"
"018260","삼성에스디에스","122900","1200","0.99","9509732.0"
"259960","크래프톤","194800","-200","-0.10","9421062.0"
"011200","HMM","18850","130","0.69","9218394.0"
"003490","대한항공","24350","250","1.04","8966173.0"
"138040","메리츠금융지주","41500","0","0.00","8641041.0"
"316140","우리금융지주","11790","180","1.55","8583834.0"
"009540","HD한국조선해양","116500","2000","1.75","8245068.0"
"042660","한화오션","37700","100","0.27","8176127.0"
"024110","기업은행","10340","140","1.37","8245383.0"
"030200","KT","29800","0","0.00","7781132.0"
"010950","S-Oil","66700","500","0.76","7509272.0"
"086280","현대글로비스","197700","5400","2.81","7413750.0"
"011070","LG이노텍","309500","2500","0.81","7324970.0"
"009830","한화솔루션","42300","550","1.32","7271054.0"
"051900","LG생활건강","459000","-2500","-0.54","7168752.0"
"047050","포스코인터내셔널","39850","1000","2.57","7010523.0"
"361610","SK아이이테크놀로지","96800","6600","7.32","6901607.0"
"011170","롯데케미칼","154600","2500","1.64","6613080.0"
"036570","엔씨소프트","295000","1500","0.51","6476436.0"
"012450","한화에어로스페이스","127400","2200","1.76","6450262.0"
"326030","SK바이오팜","80900","-1100","-1.34","6335542.0"
