종목코드,종목명,종가,대비,등락률,상장시가총액
"005930","삼성전자","2564000","1000","0.04","3.32726419E8"
"000660","SK하이닉스","82900","-300","-0.36","6.0351396E7"
"005380","현대차","150500","3500","2.38","3.315161E7"
"051910","LG화학","392000","6000","1.55","2.7672198E7"
"005490","POSCO","317000","1500","0.48","2.7638227E7"
"028260","삼성물산","135000","1000","0.75","2.5608156E7"
"015760","한국전력","39000","650","1.69","2.5036599E7"
"035420","NAVER","745000","12000","1.64","2.4557196E7"
"055550","신한지주","50300","-100","-0.20","2.3852239E7"
"105560","KB금융","56100","700","1.26","2.3456057E7"
"012330","현대모비스","240000","7500","3.23","2.3362527E7"
"032830","삼성생명","113000","-1000","-0.88","2.26E7"
"207940","삼성바이오로직스","337500","7000","2.12","2.2330688E7"
"017670","SK텔레콤","255000","-2500","-0.97","2.0590156E7"
"034730","SK","288000","500","0.17","2.0263766E7"
"096770","SK이노베이션","199000","4500","2.31","1.8400647E7"
"090430","아모레퍼시픽","259500","7500","2.98","1.5169978E7"
"051900","LG생활건강","936000","44000","4.93","1.4618632E7"
"033780","KT&G","105500","-500","-0.47","1.4484358E7"
"010950","S-Oil","127500","4500","3.66","1.4354306E7"
"086790","하나금융지주","47350","-550","-1.15","1.4015745E7"
"003550","LG","80600","2000","2.54","1.3908105E7"
"006400","삼성SDI","198500","-1500","-0.75","1.3649759E7"
"066570","LG전자","82400","2300","2.87","1.348458E7"
"000810","삼성화재","280000","0","0.00","1.3264954E7"
"018260","삼성에스디에스","168500","4500","2.74","1.3038159E7"
"011170","롯데케미칼","378000","0","0.00","1.2956108E7"
"000270","기아차","31650","800","2.59","1.282975E7"
"251270","넷마블게임즈","151500","3500","2.36","1.2880289E7"
"000030","우리은행","17850","150","0.85","1.20666E7"
"034220","LG디스플레이","30550","150","0.49","1.093127E7"
"002790","아모레G","123500","5500","4.66","1.0183585E7"
"036570","엔씨소프트","464500","2000","0.43","1.0190676E7"
"035720","카카오","144000","4500","3.23","9766431.0"
"010130","고려아연","495500","5000","1.02","9350085.0"
"009540","현대중공업","145000","3500","2.47","8216487.0"
"024110","기업은행","14400","50","0.35","8063695.0"
"023530","롯데쇼핑","246500","0","0.00","7762505.0"
"030200","KT","29150","-100","-0.34","7611409.0"
"009150","삼성전기","102000","1000","0.99","7618757.0"
"035250","강원랜드","35000","300","0.86","7487918.0"
"161390","한국타이어","60200","1500","2.56","7457279.0"
"004020","현대제철","52800","500","0.96","7045937.0"
"021240","코웨이","94000","1100","1.18","7032903.0"
"267250","현대로보틱스","426000","4500","1.07","6938099.0"
"018880","한온시스템","12600","-50","-0.40","6725880.0"
"006800","미래에셋대우","9830","60","0.61","6549890.0"
"078930","GS","65600","1000","1.55","6095249.0"
