종목코드,종목명,종가,대비,등락률,상장시가총액
"005930","삼성전자","2377000","-20000","-0.83","3.1059901E8"
"000660","SK하이닉스","67400","-1100","-1.61","4.9067359E7"
"005380","현대차","159500","-1500","-0.93","3.5134098E7"
"028260","삼성물산","148000","-500","-0.34","2.8074126E7"
"035420","NAVER","838000","-15000","-1.76","2.7622725E7"
"015760","한국전력","40800","-50","-0.12","2.6192134E7"
"005490","POSCO","287000","3500","1.23","2.5022622E7"
"012330","현대모비스","250000","-5000","-1.96","2.4335966E7"
"105560","KB금융","57700","-100","-0.17","2.4125036E7"
"055550","신한지주","49300","-600","-1.20","2.337804E7"
"032830","삼성생명","117000","-1500","-1.27","2.34E7"
"017670","SK텔레콤","266000","4500","1.72","2.1478359E7"
"051910","LG화학","291000","9000","3.19","2.0542372E7"
"034730","SK","278000","4000","1.46","1.9560163E7"
"207940","삼성바이오로직스","292000","-5000","-1.68","1.932018E7"
"090430","아모레퍼시픽","304000","1500","0.50","1.7771381E7"
"033780","KT&G","117000","2000","1.74","1.6063222E7"
"051900","LG생활건강","994000","12000","1.22","1.5524488E7"
"000270","기아차","38200","50","0.13","1.548488E7"
"096770","SK이노베이션","158500","1000","0.63","1.4655792E7"
"018260","삼성에스디에스","184500","-4500","-2.38","1.4276204E7"
"000810","삼성화재","281500","-2500","-0.88","1.3336017E7"
"003550","LG","77300","-400","-0.51","1.3338666E7"
"086790","하나금융지주","45250","-50","-0.11","1.3394139E7"
"034220","LG디스플레이","37100","-450","-1.20","1.3274962E7"
"066570","LG전자","80200","500","0.63","1.3124555E7"
"251270","넷마블게임즈","155000","0","0.00","1.3176566E7"
"000030","우리은행","18450","-150","-0.81","1.24722E7"
"011170","롯데케미칼","344000","13500","4.08","1.1790744E7"
"006400","삼성SDI","171500","3500","2.08","1.1793117E7"
"002790","아모레G","130000","500","0.39","1.0719563E7"
"010950","S-Oil","94800","1900","2.05","1.0672849E7"
"009540","현대중공업","176500","500","0.28","1.0001448E7"
"023530","롯데쇼핑","303500","3500","1.17","9557486.0"
"010130","고려아연","456000","5500","1.22","8604720.0"
"030200","KT","32600","150","0.46","8512245.0"
"036570","엔씨소프트","379500","1000","0.26","8322064.0"
"004020","현대제철","62200","700","1.14","8300328.0"
