종목코드,종목명,종가,대비,등락률,상장시가총액
"005930","삼성전자","1260000","6000","0.48","1.85597165E8"
"005380","현대차","149000","0","0.00","3.2821195E7"
"015760","한국전력","50000","350","0.70","3.2098204E7"
"028260","삼성물산","140000","-2000","-1.41","2.6556606E7"
"090430","아모레퍼시픽","414500","500","0.12","2.4231044E7"
"012330","현대모비스","246500","-1000","-0.40","2.3995262E7"
"000660","SK하이닉스","30750","-450","-1.44","2.2386073E7"
"032830","삼성생명","110000","-500","-0.45","2.2E7"
"035420","NAVER","658000","16000","2.49","2.1689443E7"
"051910","LG화학","328500","-3500","-1.05","2.1770056E7"
"000270","기아차","52600","-500","-0.94","2.1322112E7"
"018260","삼성에스디에스","254000","-2000","-0.78","1.9653961E7"
"055550","신한지주","39550","-600","-1.49","1.8754594E7"
"017670","SK텔레콤","215500","500","0.23","1.7400701E7"
"034730","SK","240500","-10000","-3.99","1.6921651E7"
"051900","LG생활건강","1050000","-7000","-0.66","1.6399107E7"
"000810","삼성화재","307500","-1500","-0.49","1.4567762E7"
"005490","POSCO","166500","-3000","-1.77","1.4516608E7"
"033780","KT&G","104500","-1500","-1.42","1.4347066E7"
"105560","KB금융","33150","-200","-0.60","1.2807559E7"
"003550","LG","70800","-800","-1.12","1.2217045E7"
"096770","SK이노베이션","130000","-3000","-2.26","1.2020523E7"
"002790","아모레G","148000","-2500","-1.66","1.1809065E7"
"010950","S-Oil","79400","500","0.63","8939074.0"
"010130","고려아연","469000","3000","0.64","8850030.0"
"034220","LG디스플레이","24550","250","1.03","8784375.0"
"066570","LG전자","53800","1400","2.67","8804252.0"
"011170","롯데케미칼","243500","3000","1.25","8346065.0"
"035250","강원랜드","38400","-950","-2.41","8215315.0"
"006400","삼성SDI","114000","0","0.00","7839156.0"
"047810","한국항공우주","78100","-1600","-2.01","7612806.0"
"128940","한미약품","728000","-8000","-1.09","7448102.0"
"023530","롯데쇼핑","232500","-7500","-3.13","7321632.0"
"001040","CJ","251000","-5000","-1.95","7312571.0"
"030200","KT","28250","-100","-0.35","7376409.0"
"086280","현대글로비스","193000","-500","-0.26","7237500.0"
"086790","하나금융지주","23600","-500","-2.07","6985672.0"
"001800","오리온","1166000","-20000","-1.69","6968122.0"
"024110","기업은행","12350","-250","-1.98","6871564.0"
"004020","현대제철","49950","-2350","-4.49","6665617.0"
"009540","현대중공업","87800","-2200","-2.44","6672800.0"
"021240","코웨이","84100","-400","-0.47","6486195.0"
"088350","한화생명","7390","-160","-2.12","6418437.0"
"000030","우리은행","8820","-80","-0.90","5962320.0"
"161390","한국타이어","47050","750","1.62","5828322.0"
"018880","한온시스템","51900","1700","3.39","5540844.0"
"009240","한샘","231500","-6500","-2.73","5448104.0"
"139480","이마트","189000","-3500","-1.82","5268530.0"
"005830","동부화재","70300","200","0.29","4977240.0"
"097950","CJ제일제당","377500","-5500","-1.44","4967220.0"
"078930","GS","50700","0","0.00","4710810.0"
"036570","엔씨소프트","213000","2500","1.19","4670882.0"
"009150","삼성전기","62900","-100","-0.16","4698233.0"
"032640","LG유플러스","10400","150","1.46","4540758.0"
"002380","KCC","417500","3000","0.72","4407344.0"
"009830","한화케미칼","27200","-450","-1.63","4404756.0"
"000120","CJ대한통운","191000","-1000","-0.52","4357158.0"
"007310","오뚜기","1225000","19000","1.58","4214000.0"
"007070","GS리테일","53800","1900","3.66","4142600.0"
"004800","효성","117500","-3500","-2.89","4126301.0"
"051600","한전KPS","89000","1500","1.71","4005000.0"
"012750","에스원","99700","-800","-0.80","3788518.0"
"029780","삼성카드","30850","-200","-0.64","3574247.0"
"036460","한국가스공사","36850","-150","-0.41","3401734.0"
"004990","롯데제과","2279000","81000","3.69","3239371.0"
"000720","현대건설","28550","-550","-1.89","3179207.0"
"016360","삼성증권","41750","-650","-1.53","3191168.0"
"006800","대우증권","9470","-340","-3.47","3093857.0"
"000100","유한양행","272500","-500","-0.18","3039069.0"
"000880","한화","39400","-1300","-3.19","2953374.0"
"008770","호텔신라","77300","-2200","-2.77","3033880.0"
"011210","현대위아","112000","-3000","-2.61","3045849.0"
"069960","현대백화점","126500","-500","-0.39","2960409.0"
"012630","현대산업","38800","-1400","-3.48","2924906.0"
"005300","롯데칠성","2219000","74000","3.45","2745353.0"
"071050","한국금융지주","49550","-1550","-3.03","2761223.0"
"005940","NH투자증권","10100","-100","-0.98","2842230.0"
"004370","농심","439500","3000","0.69","2673321.0"
"037620","미래에셋증권","21600","-150","-0.69","2468575.0"
"010140","삼성중공업","10850","0","0.00","2504998.0"
"000210","대림산업","67100","-200","-0.30","2335080.0"
"005440","현대그린푸드","24800","200","0.81","2423071.0"
"030000","제일기획","20700","150","0.73","2381353.0"
"011070","LG이노텍","98500","200","0.20","2331210.0"
"005610","삼립식품","276500","-6500","-2.30","2385921.0"
"047040","대우건설","5600","-50","-0.88","2327487.0"
